,Source,Source type,Term (months),Interest Rate,Amount of Funds,PDF_Filename,Financing Type,Residual Receipts/Deferred Pymt.,Annual Debt Service,Sourcing Type,Application Number,Unnamed: 1,Type of tax credit funding_x,Project Name_x,Project Address,Project City_x,Project Zip Code_x,Project Phone Number,Project County_x,California Assembly District,California Senate District,Federal Congressional District,Census Tract,Assessor's Parcel Number (APN),Application Stage,Placed in Service (PIS) Date ,Last Building PIS Date,Construction Type_x,Housing Type_x,Total Units_x,Low Income Units,Number of SRO/Studio Units,Number of 1 Bedroom Units,Number of 2 Bedroom Units,Number of 3 Bedroom Units,Number of 4 Bedroom Units,Number of 5 Bedroom Units,Number of 6 Bedroom Units,Units at or below 20% AMI,Units at or below 30% AMI,Units at 35% AMI,Units at 40% AMI,Units at 45% AMI,Units at 50% AMI,Units at 55% AMI,Units at 60% AMI,Units at 70% AMI,Units at 80% AMI,Owner or Applicant Name,Owner/Applicant Contact,Owner/Applicant Address,Owner/Applicant City,Owner/Applicant State,Owner/Applicant Zip,Owner/Applicant Phone,Owner/Applicant Fax,General Partner (1),General Partner (2),General Partner (3),General Partner (4),General Partner (5),Management Company,Management Company Contact,Management Company Address,Management Company City,Management Company State,Management Company Zip,Management Company Phone,Management Company Fax,Developer,Annual Federal Award_x,Total State Award_x,Housing Type_y,Total Units_y,Type of tax credit funding_y,Project Name_y,Project City_y,Project Zip Code_y,Project County_y,Collapsed Construction Type,Construction Type_y,Annual Federal Award_y,Total State Award_y,Total Costs,Land and Acquisition,Construction Costs,Rehabilitation Costs,Construction Contigency,Hard Cost Contingency ,Soft Cost Contingency ,Relocation,Arch/Engineering,CIPF,Legal Fees,Reserves,Other Costs,Developer Fee,Commercial Costs,Construction Cost per Square Foot,Per Unit Cost,True Cash per Unit Cost,#ofPermFinancing Sources,Federal Tax Credit Factor
22,Deferred Developer Fee,,,,"$497,246",19-010,Permanent Financing,Deferred,,Deferred Developer Fee,CA-2019-010,,0.09,Cameron Villa Apartments,"160 Mark Randy Place, Modesto, CA 95350",Modesto,95350,,Stanislaus,12.0,5.0,10.0,9.09,120-052-032-000,Preliminary Reservation,,,Acquisition & Rehabilitation,At-Risk,68.0,68.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,21.0,0.0,26.0,0.0,0.0,Cameron Villa 2018 Limited Partnership,Ajay Nayar,25250 Harper Avenue,Detroit,MI,48225.0,4242734599,,AOF Cameron Villa LLC,"American Community Developers, Inc.",,,,Independent Management Serivces,Frank Carswell,14381 North Road,Fenton,Mi,chigan 4843,8107507000,,"American Community Developers, Inc.",951119.0,,At-Risk,68,0.09,Cameron Villa Apartments,Modesto,95350,Stanislaus,Acquisition & Rehabilitation,Acquisition & Rehabilitation,951119.0,,19151563,10287000.0,0.0,4287827.0,426335.0,,,75000.0,98215,1183002,172500.0,254004,367680,2000000,0.0,78,281641,274328.0,3,0.90991
23,Bonneville Multifamily Capital,,24,6.00%,"$21,597,123 ",19-015,Construction Financing,,,Bank Loan,CA-2019-015,,0.09,Truckee Artist Lofts,"10121 Church Street, Truckee, CA 96161",Truckee,96161,,Nevada,1.0,1.0,4.0,12.06,19-420-71,Preliminary Reservation,,,New Construction,Large Family,77.0,76.0,19.0,20.0,19.0,19.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0,40.0,0.0,4.0,0.0,9.0,"Downtown Truckee Investors, LP",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811.0,9164464040,,Cyrus Youssefi - Individually,"Egis Group, Inc.",,,,"C.F.Y. Development, Inc.",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811,9164464040,,"C.F.Y. Development, Inc. and Egis Group, Inc.",2396028.0,,Large Family,77,0.09,Truckee Artist Lofts,Truckee,96161,Nevada,New Construction,New Construction,2396028.0,,35808339,2806369.0,23619395.0,0.0,1247198.0,,,0.0,1532175,1109898,191521.0,205849,1962386,2161347,972201.0,397,450808,427206.0,8,0.94
24,Inclusionary Land Contribution,,,,"$1,649,000 ",19-015,Construction Financing,,,,CA-2019-015,,0.09,Truckee Artist Lofts,"10121 Church Street, Truckee, CA 96161",Truckee,96161,,Nevada,1.0,1.0,4.0,12.06,19-420-71,Preliminary Reservation,,,New Construction,Large Family,77.0,76.0,19.0,20.0,19.0,19.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0,40.0,0.0,4.0,0.0,9.0,"Downtown Truckee Investors, LP",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811.0,9164464040,,Cyrus Youssefi - Individually,"Egis Group, Inc.",,,,"C.F.Y. Development, Inc.",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811,9164464040,,"C.F.Y. Development, Inc. and Egis Group, Inc.",2396028.0,,Large Family,77,0.09,Truckee Artist Lofts,Truckee,96161,Nevada,New Construction,New Construction,2396028.0,,35808339,2806369.0,23619395.0,0.0,1247198.0,,,0.0,1532175,1109898,191521.0,205849,1962386,2161347,972201.0,397,450808,427206.0,8,0.94
25,Deferred Developer Fee,,24,,"$2,183,421 ",19-015,Construction Financing,,,Deferred Developer Fee,CA-2019-015,,0.09,Truckee Artist Lofts,"10121 Church Street, Truckee, CA 96161",Truckee,96161,,Nevada,1.0,1.0,4.0,12.06,19-420-71,Preliminary Reservation,,,New Construction,Large Family,77.0,76.0,19.0,20.0,19.0,19.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0,40.0,0.0,4.0,0.0,9.0,"Downtown Truckee Investors, LP",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811.0,9164464040,,Cyrus Youssefi - Individually,"Egis Group, Inc.",,,,"C.F.Y. Development, Inc.",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811,9164464040,,"C.F.Y. Development, Inc. and Egis Group, Inc.",2396028.0,,Large Family,77,0.09,Truckee Artist Lofts,Truckee,96161,Nevada,New Construction,New Construction,2396028.0,,35808339,2806369.0,23619395.0,0.0,1247198.0,,,0.0,1532175,1109898,191521.0,205849,1962386,2161347,972201.0,397,450808,427206.0,8,0.94
26,Investor's Equity,,,,"$6,763,420 ",19-015,Construction Financing,,,Bank Loan,CA-2019-015,,0.09,Truckee Artist Lofts,"10121 Church Street, Truckee, CA 96161",Truckee,96161,,Nevada,1.0,1.0,4.0,12.06,19-420-71,Preliminary Reservation,,,New Construction,Large Family,77.0,76.0,19.0,20.0,19.0,19.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0,40.0,0.0,4.0,0.0,9.0,"Downtown Truckee Investors, LP",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811.0,9164464040,,Cyrus Youssefi - Individually,"Egis Group, Inc.",,,,"C.F.Y. Development, Inc.",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811,9164464040,,"C.F.Y. Development, Inc. and Egis Group, Inc.",2396028.0,,Large Family,77,0.09,Truckee Artist Lofts,Truckee,96161,Nevada,New Construction,New Construction,2396028.0,,35808339,2806369.0,23619395.0,0.0,1247198.0,,,0.0,1532175,1109898,191521.0,205849,1962386,2161347,972201.0,397,450808,427206.0,8,0.94
27,Town of Truckee Loan,,24,1.00%,"$1,650,000 ",19-015,Construction Financing,,,Local Grant,CA-2019-015,,0.09,Truckee Artist Lofts,"10121 Church Street, Truckee, CA 96161",Truckee,96161,,Nevada,1.0,1.0,4.0,12.06,19-420-71,Preliminary Reservation,,,New Construction,Large Family,77.0,76.0,19.0,20.0,19.0,19.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0,40.0,0.0,4.0,0.0,9.0,"Downtown Truckee Investors, LP",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811.0,9164464040,,Cyrus Youssefi - Individually,"Egis Group, Inc.",,,,"C.F.Y. Development, Inc.",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811,9164464040,,"C.F.Y. Development, Inc. and Egis Group, Inc.",2396028.0,,Large Family,77,0.09,Truckee Artist Lofts,Truckee,96161,Nevada,New Construction,New Construction,2396028.0,,35808339,2806369.0,23619395.0,0.0,1247198.0,,,0.0,1532175,1109898,191521.0,205849,1962386,2161347,972201.0,397,450808,427206.0,8,0.94
28,Deferred Operating Reserves,,,,"$205,849 ",19-015,Construction Financing,,,Deferred Developer Fee,CA-2019-015,,0.09,Truckee Artist Lofts,"10121 Church Street, Truckee, CA 96161",Truckee,96161,,Nevada,1.0,1.0,4.0,12.06,19-420-71,Preliminary Reservation,,,New Construction,Large Family,77.0,76.0,19.0,20.0,19.0,19.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0,40.0,0.0,4.0,0.0,9.0,"Downtown Truckee Investors, LP",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811.0,9164464040,,Cyrus Youssefi - Individually,"Egis Group, Inc.",,,,"C.F.Y. Development, Inc.",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811,9164464040,,"C.F.Y. Development, Inc. and Egis Group, Inc.",2396028.0,,Large Family,77,0.09,Truckee Artist Lofts,Truckee,96161,Nevada,New Construction,New Construction,2396028.0,,35808339,2806369.0,23619395.0,0.0,1247198.0,,,0.0,1532175,1109898,191521.0,205849,1962386,2161347,972201.0,397,450808,427206.0,8,0.94
29,HCD Infill Funds - On/Off Sites,,24,,"$1,281,600 ",19-015,Construction Financing,,,State Funding,CA-2019-015,,0.09,Truckee Artist Lofts,"10121 Church Street, Truckee, CA 96161",Truckee,96161,,Nevada,1.0,1.0,4.0,12.06,19-420-71,Preliminary Reservation,,,New Construction,Large Family,77.0,76.0,19.0,20.0,19.0,19.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0,40.0,0.0,4.0,0.0,9.0,"Downtown Truckee Investors, LP",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811.0,9164464040,,Cyrus Youssefi - Individually,"Egis Group, Inc.",,,,"C.F.Y. Development, Inc.",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811,9164464040,,"C.F.Y. Development, Inc. and Egis Group, Inc.",2396028.0,,Large Family,77,0.09,Truckee Artist Lofts,Truckee,96161,Nevada,New Construction,New Construction,2396028.0,,35808339,2806369.0,23619395.0,0.0,1247198.0,,,0.0,1532175,1109898,191521.0,205849,1962386,2161347,972201.0,397,450808,427206.0,8,0.94
30,The Palmisano Family Foundation,,,1.00%,"$500,000 ",19-015,Construction Financing,,,,CA-2019-015,,0.09,Truckee Artist Lofts,"10121 Church Street, Truckee, CA 96161",Truckee,96161,,Nevada,1.0,1.0,4.0,12.06,19-420-71,Preliminary Reservation,,,New Construction,Large Family,77.0,76.0,19.0,20.0,19.0,19.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0,40.0,0.0,4.0,0.0,9.0,"Downtown Truckee Investors, LP",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811.0,9164464040,,Cyrus Youssefi - Individually,"Egis Group, Inc.",,,,"C.F.Y. Development, Inc.",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811,9164464040,,"C.F.Y. Development, Inc. and Egis Group, Inc.",2396028.0,,Large Family,77,0.09,Truckee Artist Lofts,Truckee,96161,Nevada,New Construction,New Construction,2396028.0,,35808339,2806369.0,23619395.0,0.0,1247198.0,,,0.0,1532175,1109898,191521.0,205849,1962386,2161347,972201.0,397,450808,427206.0,8,0.94
31,Bonneville Multifamily Capital,,480,5.170%,"$5,671,457",19-015,Permanent Financing,,"$335,869",Bank Loan,CA-2019-015,,0.09,Truckee Artist Lofts,"10121 Church Street, Truckee, CA 96161",Truckee,96161,,Nevada,1.0,1.0,4.0,12.06,19-420-71,Preliminary Reservation,,,New Construction,Large Family,77.0,76.0,19.0,20.0,19.0,19.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0,40.0,0.0,4.0,0.0,9.0,"Downtown Truckee Investors, LP",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811.0,9164464040,,Cyrus Youssefi - Individually,"Egis Group, Inc.",,,,"C.F.Y. Development, Inc.",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811,9164464040,,"C.F.Y. Development, Inc. and Egis Group, Inc.",2396028.0,,Large Family,77,0.09,Truckee Artist Lofts,Truckee,96161,Nevada,New Construction,New Construction,2396028.0,,35808339,2806369.0,23619395.0,0.0,1247198.0,,,0.0,1532175,1109898,191521.0,205849,1962386,2161347,972201.0,397,450808,427206.0,8,0.94
32,Town of Truckee,,660,1.000%,"$1,650,000",19-015,Permanent Financing,Residual,,Local Grant,CA-2019-015,,0.09,Truckee Artist Lofts,"10121 Church Street, Truckee, CA 96161",Truckee,96161,,Nevada,1.0,1.0,4.0,12.06,19-420-71,Preliminary Reservation,,,New Construction,Large Family,77.0,76.0,19.0,20.0,19.0,19.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0,40.0,0.0,4.0,0.0,9.0,"Downtown Truckee Investors, LP",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811.0,9164464040,,Cyrus Youssefi - Individually,"Egis Group, Inc.",,,,"C.F.Y. Development, Inc.",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811,9164464040,,"C.F.Y. Development, Inc. and Egis Group, Inc.",2396028.0,,Large Family,77,0.09,Truckee Artist Lofts,Truckee,96161,Nevada,New Construction,New Construction,2396028.0,,35808339,2806369.0,23619395.0,0.0,1247198.0,,,0.0,1532175,1109898,191521.0,205849,1962386,2161347,972201.0,397,450808,427206.0,8,0.94
33,Inclusionary Land Contribution,,,AFR,"$1,649,000",19-015,Permanent Financing,Residual,,,CA-2019-015,,0.09,Truckee Artist Lofts,"10121 Church Street, Truckee, CA 96161",Truckee,96161,,Nevada,1.0,1.0,4.0,12.06,19-420-71,Preliminary Reservation,,,New Construction,Large Family,77.0,76.0,19.0,20.0,19.0,19.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0,40.0,0.0,4.0,0.0,9.0,"Downtown Truckee Investors, LP",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811.0,9164464040,,Cyrus Youssefi - Individually,"Egis Group, Inc.",,,,"C.F.Y. Development, Inc.",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811,9164464040,,"C.F.Y. Development, Inc. and Egis Group, Inc.",2396028.0,,Large Family,77,0.09,Truckee Artist Lofts,Truckee,96161,Nevada,New Construction,New Construction,2396028.0,,35808339,2806369.0,23619395.0,0.0,1247198.0,,,0.0,1532175,1109898,191521.0,205849,1962386,2161347,972201.0,397,450808,427206.0,8,0.94
34,Deferred Developer Fee,,,,"$883,622",19-015,Permanent Financing,Deferred,,Deferred Developer Fee,CA-2019-015,,0.09,Truckee Artist Lofts,"10121 Church Street, Truckee, CA 96161",Truckee,96161,,Nevada,1.0,1.0,4.0,12.06,19-420-71,Preliminary Reservation,,,New Construction,Large Family,77.0,76.0,19.0,20.0,19.0,19.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0,40.0,0.0,4.0,0.0,9.0,"Downtown Truckee Investors, LP",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811.0,9164464040,,Cyrus Youssefi - Individually,"Egis Group, Inc.",,,,"C.F.Y. Development, Inc.",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811,9164464040,,"C.F.Y. Development, Inc. and Egis Group, Inc.",2396028.0,,Large Family,77,0.09,Truckee Artist Lofts,Truckee,96161,Nevada,New Construction,New Construction,2396028.0,,35808339,2806369.0,23619395.0,0.0,1247198.0,,,0.0,1532175,1109898,191521.0,205849,1962386,2161347,972201.0,397,450808,427206.0,8,0.94
35,HCD Infill Funds/Off Sites,,,,"$1,281,600",19-015,Permanent Financing,Residual,,State Funding,CA-2019-015,,0.09,Truckee Artist Lofts,"10121 Church Street, Truckee, CA 96161",Truckee,96161,,Nevada,1.0,1.0,4.0,12.06,19-420-71,Preliminary Reservation,,,New Construction,Large Family,77.0,76.0,19.0,20.0,19.0,19.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0,40.0,0.0,4.0,0.0,9.0,"Downtown Truckee Investors, LP",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811.0,9164464040,,Cyrus Youssefi - Individually,"Egis Group, Inc.",,,,"C.F.Y. Development, Inc.",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811,9164464040,,"C.F.Y. Development, Inc. and Egis Group, Inc.",2396028.0,,Large Family,77,0.09,Truckee Artist Lofts,Truckee,96161,Nevada,New Construction,New Construction,2396028.0,,35808339,2806369.0,23619395.0,0.0,1247198.0,,,0.0,1532175,1109898,191521.0,205849,1962386,2161347,972201.0,397,450808,427206.0,8,0.94
36,Martis Foundation,,660,3.000%,"$1,650,000",19-015,Permanent Financing,Residual,,,CA-2019-015,,0.09,Truckee Artist Lofts,"10121 Church Street, Truckee, CA 96161",Truckee,96161,,Nevada,1.0,1.0,4.0,12.06,19-420-71,Preliminary Reservation,,,New Construction,Large Family,77.0,76.0,19.0,20.0,19.0,19.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0,40.0,0.0,4.0,0.0,9.0,"Downtown Truckee Investors, LP",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811.0,9164464040,,Cyrus Youssefi - Individually,"Egis Group, Inc.",,,,"C.F.Y. Development, Inc.",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811,9164464040,,"C.F.Y. Development, Inc. and Egis Group, Inc.",2396028.0,,Large Family,77,0.09,Truckee Artist Lofts,Truckee,96161,Nevada,New Construction,New Construction,2396028.0,,35808339,2806369.0,23619395.0,0.0,1247198.0,,,0.0,1532175,1109898,191521.0,205849,1962386,2161347,972201.0,397,450808,427206.0,8,0.94
37,The Palmisano Family Foundation,,660,1.000%,"$500,000",19-015,Permanent Financing,Residual,,,CA-2019-015,,0.09,Truckee Artist Lofts,"10121 Church Street, Truckee, CA 96161",Truckee,96161,,Nevada,1.0,1.0,4.0,12.06,19-420-71,Preliminary Reservation,,,New Construction,Large Family,77.0,76.0,19.0,20.0,19.0,19.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0,40.0,0.0,4.0,0.0,9.0,"Downtown Truckee Investors, LP",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811.0,9164464040,,Cyrus Youssefi - Individually,"Egis Group, Inc.",,,,"C.F.Y. Development, Inc.",Cyrus Youssefi,"1724 10th Street, Ste. 120",Sacramento,CA,95811,9164464040,,"C.F.Y. Development, Inc. and Egis Group, Inc.",2396028.0,,Large Family,77,0.09,Truckee Artist Lofts,Truckee,96161,Nevada,New Construction,New Construction,2396028.0,,35808339,2806369.0,23619395.0,0.0,1247198.0,,,0.0,1532175,1109898,191521.0,205849,1962386,2161347,972201.0,397,450808,427206.0,8,0.94
38,Citi Community Capital,,18,4.50%,"$13,350,867 ",19-016,Construction Financing,,,Bank Loan,CA-2019-016,,0.09,Kennett Court Apartments,"1081 Lake Boulevard, Redding, CA 96003",Redding,96003,,Shasta,1.0,1.0,1.0,107.04,114-060-032,Preliminary Reservation,,,New Construction,Large Family,47.0,46.0,0.0,12.0,23.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,19.0,0.0,15.0,0.0,0.0,ADK Properties LLC,Daniel Knott,"1011 Parkview Avenue, Ste. A",Redding,CA,96001.0,5302440595,,ADK Properties LLC,Community Revitalization and Development Company,,,,"MBS Property Management, Inc.",Lisa Richards,"3950 Industrial Blvd., Ste. 100",West Sacramento,CA,95798,9163739400,,ADK Properties LLC,1482917.0,,Large Family,47,0.09,Kennett Court Apartments,Redding,96003,Shasta,New Construction,New Construction,1482917.0,,20008579,750000.0,12636146.0,0.0,731807.0,,,0.0,900000,1416090,190000.0,119924,1024052,2240560,0.0,286,425714,409377.0,5,0.96
39,City Loan,,600,1.00%,"$700,000 ",19-016,Construction Financing,,,Local Grant,CA-2019-016,,0.09,Kennett Court Apartments,"1081 Lake Boulevard, Redding, CA 96003",Redding,96003,,Shasta,1.0,1.0,1.0,107.04,114-060-032,Preliminary Reservation,,,New Construction,Large Family,47.0,46.0,0.0,12.0,23.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,19.0,0.0,15.0,0.0,0.0,ADK Properties LLC,Daniel Knott,"1011 Parkview Avenue, Ste. A",Redding,CA,96001.0,5302440595,,ADK Properties LLC,Community Revitalization and Development Company,,,,"MBS Property Management, Inc.",Lisa Richards,"3950 Industrial Blvd., Ste. 100",West Sacramento,CA,95798,9163739400,,ADK Properties LLC,1482917.0,,Large Family,47,0.09,Kennett Court Apartments,Redding,96003,Shasta,New Construction,New Construction,1482917.0,,20008579,750000.0,12636146.0,0.0,731807.0,,,0.0,900000,1416090,190000.0,119924,1024052,2240560,0.0,286,425714,409377.0,5,0.96
40,City Land Loan,,600,1.00%,"$750,000 ",19-016,Construction Financing,,,Local Grant,CA-2019-016,,0.09,Kennett Court Apartments,"1081 Lake Boulevard, Redding, CA 96003",Redding,96003,,Shasta,1.0,1.0,1.0,107.04,114-060-032,Preliminary Reservation,,,New Construction,Large Family,47.0,46.0,0.0,12.0,23.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,19.0,0.0,15.0,0.0,0.0,ADK Properties LLC,Daniel Knott,"1011 Parkview Avenue, Ste. A",Redding,CA,96001.0,5302440595,,ADK Properties LLC,Community Revitalization and Development Company,,,,"MBS Property Management, Inc.",Lisa Richards,"3950 Industrial Blvd., Ste. 100",West Sacramento,CA,95798,9163739400,,ADK Properties LLC,1482917.0,,Large Family,47,0.09,Kennett Court Apartments,Redding,96003,Shasta,New Construction,New Construction,1482917.0,,20008579,750000.0,12636146.0,0.0,731807.0,,,0.0,900000,1416090,190000.0,119924,1024052,2240560,0.0,286,425714,409377.0,5,0.96
41,Deferred Reserves,,,,"$119,924 ",19-016,Construction Financing,,,Deferred Developer Fee,CA-2019-016,,0.09,Kennett Court Apartments,"1081 Lake Boulevard, Redding, CA 96003",Redding,96003,,Shasta,1.0,1.0,1.0,107.04,114-060-032,Preliminary Reservation,,,New Construction,Large Family,47.0,46.0,0.0,12.0,23.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,19.0,0.0,15.0,0.0,0.0,ADK Properties LLC,Daniel Knott,"1011 Parkview Avenue, Ste. A",Redding,CA,96001.0,5302440595,,ADK Properties LLC,Community Revitalization and Development Company,,,,"MBS Property Management, Inc.",Lisa Richards,"3950 Industrial Blvd., Ste. 100",West Sacramento,CA,95798,9163739400,,ADK Properties LLC,1482917.0,,Large Family,47,0.09,Kennett Court Apartments,Redding,96003,Shasta,New Construction,New Construction,1482917.0,,20008579,750000.0,12636146.0,0.0,731807.0,,,0.0,900000,1416090,190000.0,119924,1024052,2240560,0.0,286,425714,409377.0,5,0.96
42,Tax Credit Equity,,,,"$2,847,228 ",19-016,Construction Financing,,,Federal Credit,CA-2019-016,,0.09,Kennett Court Apartments,"1081 Lake Boulevard, Redding, CA 96003",Redding,96003,,Shasta,1.0,1.0,1.0,107.04,114-060-032,Preliminary Reservation,,,New Construction,Large Family,47.0,46.0,0.0,12.0,23.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,19.0,0.0,15.0,0.0,0.0,ADK Properties LLC,Daniel Knott,"1011 Parkview Avenue, Ste. A",Redding,CA,96001.0,5302440595,,ADK Properties LLC,Community Revitalization and Development Company,,,,"MBS Property Management, Inc.",Lisa Richards,"3950 Industrial Blvd., Ste. 100",West Sacramento,CA,95798,9163739400,,ADK Properties LLC,1482917.0,,Large Family,47,0.09,Kennett Court Apartments,Redding,96003,Shasta,New Construction,New Construction,1482917.0,,20008579,750000.0,12636146.0,0.0,731807.0,,,0.0,900000,1416090,190000.0,119924,1024052,2240560,0.0,286,425714,409377.0,5,0.96
43,Deferred Developer Fee,,,,"$2,240,700 ",19-016,Construction Financing,,,Deferred Developer Fee,CA-2019-016,,0.09,Kennett Court Apartments,"1081 Lake Boulevard, Redding, CA 96003",Redding,96003,,Shasta,1.0,1.0,1.0,107.04,114-060-032,Preliminary Reservation,,,New Construction,Large Family,47.0,46.0,0.0,12.0,23.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,19.0,0.0,15.0,0.0,0.0,ADK Properties LLC,Daniel Knott,"1011 Parkview Avenue, Ste. A",Redding,CA,96001.0,5302440595,,ADK Properties LLC,Community Revitalization and Development Company,,,,"MBS Property Management, Inc.",Lisa Richards,"3950 Industrial Blvd., Ste. 100",West Sacramento,CA,95798,9163739400,,ADK Properties LLC,1482917.0,,Large Family,47,0.09,Kennett Court Apartments,Redding,96003,Shasta,New Construction,New Construction,1482917.0,,20008579,750000.0,12636146.0,0.0,731807.0,,,0.0,900000,1416090,190000.0,119924,1024052,2240560,0.0,286,425714,409377.0,5,0.96
44,Citi Community Capital,,360,5.400%,"$3,554,700",19-016,Permanent Financing,,"$229,072",Bank Loan,CA-2019-016,,0.09,Kennett Court Apartments,"1081 Lake Boulevard, Redding, CA 96003",Redding,96003,,Shasta,1.0,1.0,1.0,107.04,114-060-032,Preliminary Reservation,,,New Construction,Large Family,47.0,46.0,0.0,12.0,23.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,19.0,0.0,15.0,0.0,0.0,ADK Properties LLC,Daniel Knott,"1011 Parkview Avenue, Ste. A",Redding,CA,96001.0,5302440595,,ADK Properties LLC,Community Revitalization and Development Company,,,,"MBS Property Management, Inc.",Lisa Richards,"3950 Industrial Blvd., Ste. 100",West Sacramento,CA,95798,9163739400,,ADK Properties LLC,1482917.0,,Large Family,47,0.09,Kennett Court Apartments,Redding,96003,Shasta,New Construction,New Construction,1482917.0,,20008579,750000.0,12636146.0,0.0,731807.0,,,0.0,900000,1416090,190000.0,119924,1024052,2240560,0.0,286,425714,409377.0,5,0.96
45,City Loan,,660,1.000%,"$700,000",19-016,Permanent Financing,Residual,,Local Grant,CA-2019-016,,0.09,Kennett Court Apartments,"1081 Lake Boulevard, Redding, CA 96003",Redding,96003,,Shasta,1.0,1.0,1.0,107.04,114-060-032,Preliminary Reservation,,,New Construction,Large Family,47.0,46.0,0.0,12.0,23.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,19.0,0.0,15.0,0.0,0.0,ADK Properties LLC,Daniel Knott,"1011 Parkview Avenue, Ste. A",Redding,CA,96001.0,5302440595,,ADK Properties LLC,Community Revitalization and Development Company,,,,"MBS Property Management, Inc.",Lisa Richards,"3950 Industrial Blvd., Ste. 100",West Sacramento,CA,95798,9163739400,,ADK Properties LLC,1482917.0,,Large Family,47,0.09,Kennett Court Apartments,Redding,96003,Shasta,New Construction,New Construction,1482917.0,,20008579,750000.0,12636146.0,0.0,731807.0,,,0.0,900000,1416090,190000.0,119924,1024052,2240560,0.0,286,425714,409377.0,5,0.96
